,Long,Lat,GDP_PPP_mean,GDP_PPP_sum,population,nightlight,hotdays,days_heat_index,temp,precip,precip_percnt,pc
173,18.24874992882868,-30.333749657594,3262.375,326237.5,405.8789,0.020514138,2.6,0.0,0.54,-8.36,-3.97,803.7804
174,18.24874992882868,-30.417082990594004,32.063072,3206.3071,2.414316,0.016528143,2.6,0.0,0.54,-8.36,-3.97,1328.0396
175,18.24874992882868,-30.500416323594,268.7847,26878.469,2.1480992,0.016687347,5.05,0.0,0.52,27.2,-4.65,12512.676
176,18.24874992882868,-30.583749656593994,21.66748,2166.748,0.48581392,0.021795759,5.05,0.0,0.52,27.2,-4.65,4460.037
177,18.24874992882868,-30.833749655593994,347.91254,34791.254,0.7896547,0.022656571,5.05,0.0,0.52,27.2,-4.65,44058.82
178,18.24874992882868,-31.000416321593995,37796.22,3779622.0,236.94061,0.05441547,5.05,0.0,0.52,27.2,-4.65,15951.77
179,18.24874992882868,-31.250416320594002,1821.5331,182153.31,19.417765,0.031850483,5.05,0.0,0.52,27.2,-4.65,9380.756
180,18.24874992882868,-31.333749653593998,11154.17,1115417.0,169.51123,0.030935211,5.05,0.0,0.52,27.2,-4.65,6580.1953
181,18.24874992882868,-31.500416319593995,106203.3,10620330.0,1177.8253,0.34311888,0.15,0.0,0.48,12.55,-3.22,9016.897
182,18.24874992882868,-31.583749652594,149834.27,14983426.0,2991.7263,0.09269653,0.15,0.0,0.48,12.55,-3.22,5008.2876
183,18.24874992882868,-31.667082985594,156507.77,15650776.0,358.1595,0.031793047,0.15,0.0,0.48,12.55,-3.22,43697.785
184,18.24874992882868,-32.750416314594005,777524.4,77752440.0,100.90145,0.0796105,0.2,0.0,0.45,78.21,-4.68,770578.0
185,18.24874992882868,-32.833749647594004,17735.297,1773529.8,165.21721,0.068880536,0.2,0.0,0.45,78.21,-4.68,10734.534
186,18.24874992882868,-32.917082980594,35625.266,3562526.5,32.027874,0.059478216,0.2,0.0,0.45,78.21,-4.68,111232.06
187,18.24874992882868,-33.000416313594,806.9682,80696.82,277.9642,0.08643186,0.2,0.0,0.45,78.21,-4.68,290.31372
188,18.24874992882868,-33.083749646594,8.667593,866.7593,1.6712592,0.055743225,0.2,0.0,0.45,78.21,-4.68,518.62646
189,18.24874992882868,-33.167082979594,728.594,72859.4,9.947808,0.039620575,0.2,0.0,0.45,78.21,-4.68,7324.166
190,18.24874992882868,-33.250416312594,30364.268,3036426.8,187.95895,0.056653477,0.2,0.0,0.45,78.21,-4.68,16154.733
191,18.24874992882868,-33.33374964559399,41783.72,4178372.0,213.90343,0.0719279,0.2,0.0,0.45,78.21,-4.68,19533.918
192,18.33208326182868,-29.500416327594003,40.038883,4003.8882,0.904561,0.019883431,2.6,0.0,0.54,-8.36,-3.97,4426.333
193,18.33208326182868,-30.000416325593996,55869.754,5586975.5,0.1650452,0.015029762,2.6,0.0,0.54,-8.36,-3.97,33851184.0
194,18.33208326182868,-30.083749658593995,2.68011,268.011,0.14752394,0.014327446,2.6,0.0,0.54,-8.36,-3.97,1816.7288
195,18.33208326182868,-30.333749657594,40610.426,4061042.5,0.1015343,0.020075338,2.6,0.0,0.54,-8.36,-3.97,39996756.0
196,18.33208326182868,-30.667082989594,81.24096,8124.0957,0.18148676,0.02155184,5.05,0.0,0.52,27.2,-4.65,44764.125
197,18.33208326182868,-30.750416322594,100.74477,10074.477,0.25509223,0.022289284,5.05,0.0,0.52,27.2,-4.65,39493.465
198,18.33208326182868,-30.917082988593997,73.26769,7326.769,0.5463422,0.025317121,5.05,0.0,0.52,27.2,-4.65,13410.586
199,18.33208326182868,-31.000416321593995,101043.2,10104320.0,0.8194729,0.03298934,5.05,0.0,0.52,27.2,-4.65,12330267.0
200,18.33208326182868,-31.167082987594,936.42773,93642.77,775.1998,0.04677008,5.05,0.0,0.52,27.2,-4.65,120.79824
201,18.33208326182868,-31.250416320594002,221.70514,22170.514,13.266525,0.027647091,5.05,0.0,0.52,27.2,-4.65,1671.1621
202,18.33208326182868,-31.333749653593998,51653.055,5165305.5,29.68703,0.02864384,5.05,0.0,0.52,27.2,-4.65,173991.98
